OID_,lst_2015sp,lst_2015su,lst_2015au,lst_2015wi,lst_2016sp,lst_2016su,lst_2016au,lst_2016wi,lst_2017sp,lst_2017su,lst_2017au,lst_2017wi,lst_2018sp,lst_2018su,lst_2018au,lst_2018wi,lst_2019sp,lst_2019su,lst_2019au,lst_2019wi,lst_2020sp,lst_2020su,lst_2020au,lst_2020wi,lst_2021sp,lst_2021su,lst_2021au,lst_2021wi,lst_2022sp,lst_2022su,lst_2022au,lst_2022wi,lst_2023sp,lst_2023su,lst_2023au,lst_2023wi
748,36.95153666,29.52076118,34.92635981,24.00236789,28.45775696,46.19215373,41.84955932,24.8414918,37.45227659,37.61805056,33.47541032,21.45081596,33.37116071,24.02458502,nan,nan,33.63947528,41.0258165,32.3782259,22.74282752,nan,44.06272727,32.59014314,24.59710337,37.91200028,nan,32.1560546,26.39156387,nan,nan,37.63684967,26.50606754,36.82677893,43.31759891,41.15570126,26.72823884
749,37.5052559,27.4904573,34.69564346,23.47941083,28.2595118,46.78005317,41.42230682,25.66865264,36.42174356,37.8128777,32.8054784,21.05945267,33.90949886,nan,nan,nan,34.02400253,44.25413639,31.29642257,22.43520572,nan,45.32397665,-7.73907484,24.29119058,34.54695959,nan,33.50788151,25.91304107,20.41857392,nan,35.43051776,25.8327176,36.84386903,45.04199,35.68686926,26.64620636
750,36.95153666,29.52076118,34.92635981,24.00236789,28.45775696,46.19215373,41.84955932,24.8414918,37.45227659,37.61805056,33.47541032,21.45081596,33.37116071,24.02458502,nan,nan,33.63947528,41.0258165,32.3782259,22.74282752,nan,44.06272727,32.59014314,24.59710337,37.91200028,nan,32.1560546,26.39156387,nan,nan,37.63684967,26.50606754,36.82677893,43.31759891,41.15570126,26.72823884
751,34.5828488,44.12596064,36.95495468,24.97650359,28.5329534,47.8960367,41.39496266,26.87350469,37.01135201,44.07810836,35.51255024,22.62319682,39.69620672,nan,40.80706322,28.42528577,33.57624191,48.49248119,33.92658896,22.17201818,25.51825976,37.08483944,31.98173558,27.34006442,34.76058584,42.04609547,34.05989174,27.3537365,34.58455781,28.45092092,37.29675668,24.11345354,32.41924214,42.09565676,30.14796785,27.8835296
752,38.04872108,47.88920066,38.32899872,26.31465842,30.73074026,50.65266983,44.16014084,28.17747932,39.33218759,46.22975195,37.34460896,24.03483908,41.04632462,nan,43.5209711,26.1232493,37.2147242,51.93271832,35.80991798,23.26578458,26.3966909,41.13348413,33.21051377,29.00122214,35.7620657,44.29515263,36.52428416,28.53978944,36.0696875,32.54570888,38.9066441,24.86883596,33.67023746,44.71386008,31.52713892,29.52588821
753,36.7874717,28.21507754,35.53818539,26.8068533,34.7537498,nan,41.77948991,20.53136858,38.91177113,15.06937262,33.71808974,20.98767425,33.11993624,nan,36.2234984,nan,31.199009,40.54045766,31.7971625,22.995761,nan,43.12106276,31.87919498,26.9948444,35.93809373,nan,nan,26.8410335,19.5948311,nan,37.63172264,24.92181527,nan,43.41672149,30.58034738,26.67355052
754,31.84159676,40.44817112,34.82894624,22.63003286,38.82461162,nan,35.6937053,25.0123928,36.57555446,42.62715887,33.44123012,19.34189762,41.93671883,nan,33.7967042,nan,35.74839362,nan,30.83669888,19.17954167,27.68186642,43.95847766,31.1819189,25.23114608,29.84205506,nan,35.15707616,26.3966909,33.53864369,43.91746142,39.31338848,25.95576632,31.98344459,43.49704496,27.83738633,26.23604396
755,nan,42.73653551,36.57555446,24.49114475,32.84649464,46.82961446,35.15024012,25.40204708,36.16539206,42.98092394,34.31282522,21.60804488,33.78303212,46.9048109,40.89593174,24.25871939,30.1223327,48.49760822,33.90608084,19.06161998,29.6950802,37.10022053,32.52520076,27.59812493,34.69906148,39.65519048,39.12539738,25.60371026,33.4719923,26.98117232,38.75454221,24.01091294,30.52224104,42.19819736,28.09886486,26.99655341
756,30.61110956,nan,35.27328884,24.2946086,30.56325728,46.21095284,42.47163896,25.63618145,38.09657336,44.1362147,33.39679586,21.63880706,37.08142142,36.57555446,36.12437582,nan,31.51004882,41.23773374,32.93365415,19.01205869,nan,45.04199,33.87873668,23.29654676,36.98229884,nan,33.88386371,26.52828467,18.77108828,47.18508854,38.27260139,26.64962438,34.275227,44.34813194,30.20436518,26.78292716
757,23.0299412,44.2045751,34.96908506,24.13054364,27.8151692,47.16287141,41.68207634,24.31853474,36.03721631,40.07047991,34.67171732,21.78919994,39.12197936,47.01931457,38.11366346,27.69212048,36.31920296,46.1015762,33.63947528,26.05830692,24.93377834,38.64003854,31.83305171,26.86666865,35.50229618,41.87861249,37.32751886,27.20847065,33.96931421,35.81162699,38.64003854,23.64176678,32.62090532,41.65131416,29.37378632,27.28879412
758,26.42061704,31.09988642,36.61827971,27.96214406,31.92533825,47.43118598,43.51413506,25.2516542,37.864148,44.00632994,34.27180898,22.83853208,33.52668062,nan,nan,27.47678522,35.37924746,44.53612304,33.00372356,19.17270563,nan,44.30027966,35.2493627,26.04463484,24.90301616,nan,nan,27.8493494,21.5772827,45.32568566,39.14761451,27.67503038,38.56142408,45.90333104,31.71854804,27.99290624
759,nan,40.91643986,35.16733022,24.39373118,28.4304128,45.48291458,37.14123677,26.12495831,31.31180366,39.41763809,33.32843546,21.43030784,34.65804524,46.39552592,39.34073264,23.33072696,30.23512736,43.57736843,32.4978566,23.19058814,28.96362392,36.67809506,32.89263791,27.1144751,33.11993624,38.70839894,38.22987614,25.2003839,32.36455382,40.15593041,39.46378136,23.88786422,30.19411112,41.46332306,27.93138188,26.1745196
760,nan,40.4447531,33.12677228,20.57238482,22.18910828,45.57691013,33.63263924,24.16814186,34.50765236,38.65712864,30.33424994,18.1079924,35.21176448,43.6406018,37.28650262,20.59118393,27.4220969,46.09303115,32.26714025,19.3042994,28.61669489,41.2650779,30.31715984,24.06560126,31.74760121,38.035049,33.91975292,21.60804488,31.24515227,22.0899857,37.54969016,22.37026334,28.15355318,41.22235265,25.51484174,23.44352162
761,36.48839495,42.07173062,38.91177113,22.21303442,31.24002524,48.2378387,38.89809905,26.78121815,41.5726997,41.70258446,36.5482103,22.29164888,41.68549436,nan,43.66110992,nan,38.47255556,nan,35.51255024,25.6618166,32.42266016,45.91700312,34.71273356,31.17337385,33.93684302,21.55677458,35.89536848,28.66283816,36.31920296,47.66361134,40.77288302,27.17429045,38.26234733,46.23316997,30.89480522,28.90380857
762,nan,42.70406432,37.46594867,24.28777256,33.37286972,48.38994059,41.63422406,24.48943574,36.9925529,42.53487233,33.9163349,21.39270962,37.74793532,47.42776796,37.92054533,25.33539569,34.2239567,44.85741692,32.8738388,20.0562638,33.96418718,37.5565262,31.01272691,26.07539702,34.77425792,41.9486819,33.07208396,26.4308711,33.42414002,43.59274952,37.90174622,22.62661484,31.5579011,45.48291458,29.07300056,27.08542193
763,nan,41.18475443,34.275227,23.78703263,30.82815383,46.01270768,37.44373154,26.06856098,30.58034738,44.79931058,33.73176182,20.7911381,35.19467438,47.23977686,40.10636912,23.04019526,29.7805307,42.6322859,34.70077049,22.80093386,28.50731825,39.01943876,33.07892,26.85470558,33.46173824,38.67421874,38.83144766,24.7560413,32.4465863,42.7006463,39.4706174,23.44352162,29.65064594,41.89228457,27.62376008,25.9865285
764,nan,40.80022718,33.58478696,21.08679683,21.30896813,45.66748766,35.2664528,23.60416856,33.73176182,39.02285678,30.33937697,18.68221976,35.09896982,37.57019828,37.70008304,20.944949,32.86187573,46.03834283,29.87281724,13.05274082,29.3532782,41.56928168,28.19456942,23.83830293,30.81960878,38.34950684,36.11070374,22.72915544,31.07766929,42.04609547,37.28650262,22.23696056,28.16722526,40.1884016,25.05682706,23.29996478
765,nan,37.44544055,32.62261433,21.20300951,22.73428247,42.59468768,38.66396468,23.54948024,28.94653382,37.86072998,29.60450267,18.83944868,31.3186397,nan,36.09019562,20.62365512,31.01272691,38.00770484,33.42414002,19.13681642,26.65816943,38.91860717,27.04953272,22.14296501,30.3957743,37.2318143,33.60529508,22.2950669,30.05226329,38.20253198,35.62192688,22.25234165,27.28708511,37.86756602,24.92352428,22.83340505
766,21.86097836,40.48235132,32.45684036,20.49206135,21.85756034,44.98559267,39.74234999,23.49991895,33.8821547,39.14932352,29.50025306,17.85847694,35.49033311,nan,36.81139784,19.76060507,33.86677361,45.59912726,30.14625884,19.72129784,29.44043771,41.01898046,27.02560658,23.48111984,31.37503703,38.21278604,35.6253449,21.1671203,30.87942413,39.34415066,37.0609133,22.06776857,27.42893294,40.256762,27.55198166,22.47963998
767,36.23717048,nan,34.91097872,23.89982729,42.4101146,45.65381558,41.13519314,25.37299391,37.35486302,42.6322859,33.22247684,20.92102286,32.8909289,nan,35.70737738,nan,34.49056226,nan,32.93194514,23.29312874,nan,44.36522204,33.3865418,24.91839725,37.07116736,nan,35.46811598,26.58126398,19.93321508,45.15136664,37.56507125,26.62911626,nan,44.6660078,30.21120122,26.95724618
768,nan,44.40623828,35.0955518,24.85003685,30.14967686,48.95904092,39.44327324,27.19650758,35.18954735,47.21755973,35.3689934,21.57044666,34.90926971,48.53178842,40.6669244,22.95132674,29.68482614,44.14988678,37.35828104,22.88296634,28.49364617,38.09315534,32.94561722,27.09054896,33.46857428,37.37878916,38.61269438,25.22089202,32.62090532,43.75510547,40.18498358,23.60075054,29.97877586,41.68207634,28.09202882,26.4479612
769,13.97902424,37.864148,31.79203547,21.92933876,34.9417409,43.06124741,32.84307662,26.40010892,28.66283816,39.30313442,32.61236027,19.75206002,36.14830196,nan,36.68664011,22.07973164,29.78736674,nan,32.24492312,19.75206002,26.42916209,39.25015511,31.4040902,25.48066154,31.66727774,39.2826263,32.88067484,24.1066175,29.6779901,44.28148055,38.93057024,22.28652185,27.55710869,40.9061858,26.21553584,24.22453919
770,36.30553088,nan,35.64927104,24.56292317,29.37378632,47.46194816,43.36374218,26.18477366,37.46765768,45.20605496,34.18635848,22.141256,37.09167548,27.4562771,36.07652354,nan,34.45638206,nan,33.16607951,23.7648155,nan,45.89307698,34.64950019,25.88227889,42.57759758,39.93888614,nan,27.43747799,21.74476568,46.77150812,37.08142142,27.51438344,nan,44.20970213,31.1819189,27.41184284
771,32.43633224,39.32022452,33.03106772,24.04680215,28.93286174,42.84762116,39.60392018,25.56440303,36.0184172,42.27681182,31.60233536,20.6715074,33.30450932,22.05238748,33.88899074,nan,29.6438099,38.01112286,31.49295872,22.74966356,nan,42.2563037,32.72857295,26.50264952,36.60289862,37.68641096,35.22885458,25.9694384,17.20905314,44.78222048,36.47130485,25.98311048,nan,38.4281213,29.4558188,26.90255786
772,nan,42.38106143,35.35019429,24.01945799,28.67992826,48.53349743,41.41547078,24.29119058,35.72446748,40.23796289,34.96224902,22.27114076,38.86904588,nan,38.5135718,25.49262461,35.30234201,40.81389926,33.71979875,26.1403394,26.73507488,42.28022984,32.28423035,26.41207199,33.95735114,42.64253996,33.4719923,26.6017721,33.86164658,45.88282292,38.8041035,22.96499882,32.21757896,45.78370034,28.87304639,26.6188622
773,34.09407194,40.08927902,33.08746505,22.03017035,39.83634554,nan,39.27237224,24.3971492,33.15924347,41.41547078,31.63651556,19.99815746,33.09942812,nan,33.44464814,nan,31.74247418,31.70487596,31.21268108,21.43030784,nan,41.02239848,30.7717565,23.16495299,39.37833086,32.7712982,33.16607951,24.6535007,19.80333032,32.29106639,34.36409552,24.4484195,35.51596826,41.36420048,28.41674072,25.41230114
774,nan,38.17689683,32.57988908,20.15367737,21.11585,43.78074062,36.66100496,21.4405619,31.97831756,37.8128777,29.11230779,18.47713856,34.11970709,nan,36.45250574,19.86998171,32.19536183,35.19125636,29.9685218,14.33449832,27.98265218,39.50308859,27.46653116,23.27262062,31.06912424,37.94276246,34.08210887,21.62684399,29.63355584,39.03481985,36.6336608,21.63368003,26.78805419,38.86904588,25.17303974,22.3805174
775,33.3865418,42.29731994,38.18715089,25.2516542,36.38072732,nan,38.30507258,24.56121416,41.05657868,40.96771016,35.53134935,21.970355,41.7777809,nan,36.8558321,nan,35.78086481,nan,29.44898276,21.59266379,30.63332669,40.1029511,35.02206437,29.51734316,27.96214406,nan,35.27841587,27.45969512,36.1380479,33.68220053,39.10488926,28.53978944,40.3251224,42.33833618,29.80787486,31.12039454
776,11.86668788,41.22747968,34.92977783,22.84365911,24.02458502,46.47414038,40.7011046,23.61442262,36.15855602,40.769465,32.18168975,20.60656502,32.63115938,nan,39.61417424,22.37026334,29.86769021,42.16743518,36.84216002,21.33460328,28.07835674,41.20184453,33.7112537,25.92158612,33.37286972,41.1454472,36.47643188,23.89128224,32.28935738,44.87450702,39.77140316,24.23308424,29.22339344,43.92258845,27.75706286,25.18671182
777,29.53785128,42.6664661,36.97888082,20.261345,39.61075622,46.33058354,39.75431306,27.0119345,34.87167149,39.39883898,33.28741922,20.84924444,36.65416892,49.86823424,39.61759226,26.71114874,30.35475806,40.45842518,32.8738388,25.02606488,32.80889642,39.7953293,28.11082793,25.15082261,36.67125902,34.21541165,35.92271264,25.78315631,32.50469264,46.9560812,37.61463254,25.91133206,33.37970576,42.9740879,27.02047955,26.73336587
778,nan,44.1191246,34.40340275,20.56554878,39.6415184,48.09769988,41.29584008,25.40204708,35.68174223,43.42868456,33.74885192,20.7911381,38.65371062,50.6475428,40.35246656,27.51096542,34.85287238,44.67113483,33.16607951,24.90472517,27.25974095,40.71477668,32.3269556,25.95576632,36.26109662,45.8281346,37.18396202,25.82929958,32.5320368,41.83588724,37.8470579,26.1745196,33.94367906,41.43256088,27.58445285,26.54366576
779,nan,41.96235398,32.55425393,23.55460727,26.05147088,46.409198,35.24423567,26.06514296,35.08017071,45.30005051,33.89582678,20.56554878,36.70714823,45.83155262,37.51550996,23.90324531,28.18944239,39.62613731,34.84261832,21.60975389,26.6530424,37.74109928,29.27124572,24.02458502,32.09623925,36.4114895,35.9158766,22.13783798,30.66579788,39.37149482,37.86756602,21.42005378,27.15890936,41.67011327,24.51336188,23.52213608
780,12.57763604,37.90516424,32.79864236,21.58753676,22.31386601,43.54147922,37.12585568,23.31021884,33.41046794,38.0008688,29.94801368,19.235939,29.89674338,nan,37.37537114,21.34827536,27.8835296,39.46036334,35.01351932,12.1435475,26.43599813,38.68959983,32.7712982,24.25017434,30.40602836,38.35292486,34.99984724,22.6881392,29.90357942,41.67694931,36.7020212,22.55825444,27.16916342,40.80706322,25.87202483,23.7477254
781,38.5306619,38.4452114,37.08142142,26.31465842,43.63034774,46.90139288,44.13279668,28.00999634,41.25482384,46.17677264,35.46811598,23.12906378,38.5990223,25.87373384,35.25107171,nan,29.02173026,nan,34.9759211,25.35761282,nan,47.56107074,35.39633756,26.33516654,32.77813424,35.34506726,37.81971374,28.18089734,36.85925012,45.67090568,40.06535288,28.23558566,nan,41.25653285,31.45194248,28.0715207
782,34.97250308,43.12448078,35.12118695,25.83955364,30.11891468,49.19317529,43.4184305,26.81368934,37.32410084,46.49635751,36.63024278,23.46402974,41.31976622,46.20069878,40.17302051,29.06616452,36.50035802,45.15478466,35.74839362,27.63914117,23.07437546,34.57943078,33.44123012,27.37937165,39.2142659,40.2396719,34.84603634,27.95530802,34.79818406,-16.48237,38.67080072,25.56440303,41.57953574,46.77150812,30.80764571,28.62865796
783,nan,42.52290926,35.11093289,20.60998304,38.53749794,45.0932603,39.80900138,22.97183486,36.02696225,41.62397,33.44464814,20.83215434,36.88659428,50.70223112,40.63958024,28.16038922,32.54399987,43.78928567,32.88751088,25.31488757,29.54468732,41.0429066,32.09453024,26.4650513,34.2068666,33.05841188,36.90197537,25.90620503,32.40727907,40.6669244,37.43347748,22.95474476,30.61110956,39.74064098,27.3024662,25.84297166
784,37.86072998,37.73084522,37.34460896,26.21382683,43.82517488,nan,44.016584,27.8151692,41.1625373,46.5288287,35.80308194,23.38199726,39.23477402,26.24971604,35.47837004,nan,30.26247152,nan,35.2322726,25.09442528,nan,48.14555216,36.15171998,26.15059346,42.1537631,35.05111754,36.61144367,27.87327554,37.23865034,46.3066574,40.2225818,28.2595118,35.87827838,40.70623163,31.57157318,28.4133227
785,nan,39.96964832,33.05841188,20.73474077,25.27558034,43.71921626,31.86894092,25.05340904,33.76936004,38.4452114,30.59401946,17.62263356,34.71444257,nan,38.19911396,21.30042308,28.13817209,33.86848262,34.85287238,19.64268338,28.6184039,40.22087279,30.84524393,23.99211383,31.15115672,38.60244032,33.0618299,22.10023976,30.79910066,41.51117534,36.87975824,22.1241659,27.48191225,38.92715222,25.81050047,23.23160438
786,nan,43.62009368,37.14978182,23.94084353,29.37378632,46.68947564,40.21916378,26.06172494,35.3519033,39.79191128,30.75979343,19.00009562,35.57065658,nan,38.89980806,21.68665934,28.30394606,47.37649766,36.31920296,20.3297054,30.34792202,42.65621204,33.50959052,24.9953027,31.86210488,41.47357712,37.40613332,23.10855566,31.55106506,40.62419915,36.45934178,22.81802396,27.77073494,41.16937334,25.03973696,23.96647868
787,33.4719923,nan,33.50959052,23.39566934,31.77323636,nan,40.32170438,25.04486399,30.67776095,42.28706588,32.4124061,20.32286936,34.69051643,nan,34.36751354,25.5763661,33.22589486,nan,32.38847996,22.27114076,nan,43.0424483,34.42561988,23.73405332,30.47097074,nan,34.02571154,25.70112383,32.29619342,33.84626549,38.85879182,25.67548868,38.86904588,43.39108634,29.47974494,25.73701304
788,32.07744014,47.11331012,40.29436022,24.93719636,39.3851669,nan,37.79066057,25.56440303,37.90516424,40.4960234,34.958831,21.15344822,42.57417956,nan,nan,nan,35.01693734,nan,33.0105596,23.88102818,29.65406396,40.8720056,33.9505151,25.82759057,28.9089356,nan,36.90368438,27.37253561,34.51107038,30.66579788,38.68789082,27.5075474,33.20196872,45.25390724,29.54981435,27.610088
789,31.83476072,42.88521938,32.3098655,24.8244017,28.57909667,47.13210923,41.07025076,25.11151538,34.89730664,42.74166254,35.13315002,22.1070758,37.31042876,42.63912194,38.92031618,27.31272026,31.60575338,44.26268144,34.15730531,26.56075586,21.79261796,33.8137943,33.2669111,27.23752382,38.91177113,41.48383118,33.35919764,27.52976453,33.86848262,1.69978739,38.45888348,25.19183885,39.80558336,46.35621869,29.85914516,28.0202504
790,33.9163349,nan,35.42709974,24.3971492,23.81095877,43.94138756,42.24604964,23.47770182,34.76913089,nan,35.8987865,22.62661484,45.43677131,nan,37.08483944,nan,37.91029127,40.96087412,34.19319452,24.07927334,30.58034738,46.49123048,35.85435224,26.42916209,30.24025439,nan,nan,28.5671336,37.39758827,27.77927999,43.03219424,28.87817342,41.5556096,46.04859689,36.81994289,28.64574806
791,33.05841188,42.8373671,32.86529375,25.55414897,29.75489555,45.01464584,43.17575108,25.90278701,30.11549666,43.49020892,35.82529907,22.81802396,38.21962208,36.98913488,39.90641495,29.85230912,34.9246508,46.23146096,35.27499785,29.86939922,37.00280696,40.9061858,33.87531866,28.00657832,39.7953293,41.2992581,37.11901964,28.34838032,34.40169374,5.1536966,40.43449904,24.91668824,36.2918588,47.4687842,28.86791936,28.59447776
792,34.65462722,44.74804028,37.08142142,26.86325063,31.22464415,48.71123447,45.35986586,25.1149334,38.14784366,44.6489177,37.19079806,23.87077412,37.51209194,41.60004386,41.22064364,29.06958254,37.22839628,48.23271167,36.58409951,30.54616718,37.78553354,41.64618713,34.72298762,28.75854272,38.67763676,42.38277044,37.93934444,28.90551758,35.91758561,25.15253162,40.4789333,25.60029224,41.89399358,46.60060712,30.2932337,30.18043904
793,nan,41.6752403,32.6003972,24.29289959,31.98686261,46.1870267,39.91837802,26.47017833,30.16163993,39.19546679,33.82917539,21.49525022,37.63172264,nan,38.08973732,26.8068533,32.12871044,44.28318956,33.84113846,26.66158745,22.04555144,41.1967175,31.83476072,26.42574407,38.26405634,41.48383118,32.79180632,27.1999256,32.6345774,5.04944699,37.39929728,23.38199726,39.15957758,43.92429746,28.87646441,26.91622994
794,34.63070108,40.04484476,33.67194647,24.20574008,36.31407593,nan,40.08927902,25.34735876,36.86950418,42.2904839,33.41046794,21.80970806,37.44031352,23.25894854,34.50423434,nan,32.89776494,nan,32.91827306,23.37857924,nan,45.11718644,34.84603634,25.39862906,nan,nan,37.82313176,27.3708266,35.56552955,44.19773906,38.0521391,26.63253428,37.4710757,44.8539989,33.48566438,26.09248712
795,36.96520874,nan,37.03015112,25.67207066,36.85754111,nan,44.26609946,27.28366709,34.60506593,45.04540802,34.96224902,22.58901662,37.81629572,nan,35.83384412,nan,36.97204478,nan,35.15707616,24.75945932,nan,46.91164694,38.26405634,25.58149313,30.24538142,nan,36.57555446,27.29221214,36.19102721,39.81925544,42.7519166,28.16038922,42.19477934,48.85650032,30.95632958,27.20847065
796,36.96520874,nan,37.03015112,25.67207066,36.85754111,nan,44.26609946,27.28366709,34.60506593,45.04540802,34.96224902,22.58901662,37.81629572,nan,35.83384412,nan,36.97204478,nan,35.15707616,24.75945932,nan,46.91164694,38.26405634,25.58149313,30.24538142,nan,36.57555446,27.29221214,36.19102721,39.81925544,42.7519166,28.16038922,42.19477934,48.85650032,30.95632958,27.20847065
797,30.28297964,nan,35.0784617,24.57146822,28.79272292,46.7680901,41.9999522,25.60541927,33.55231577,nan,34.4119478,21.65589716,43.65085586,nan,32.19365282,nan,35.04086348,40.81048124,32.2927754,23.49820994,29.44385573,43.46799179,33.6428933,25.1320235,28.91918966,nan,31.83817874,27.08371292,35.61167282,30.44875361,41.01898046,26.95724618,40.085861,46.58693504,29.90528843,26.75216498
798,nan,40.51994954,34.52816048,18.22078706,35.27841587,44.74462226,35.19125636,22.03187936,32.31499253,37.87440206,32.4124061,19.22568494,38.19911396,42.45454886,38.376851,27.64255919,30.49147886,44.98388366,27.97581614,23.62467668,29.12597987,37.45740362,30.23170934,24.62957456,32.75591711,38.06581118,32.42607818,24.73211516,32.20390688,5.1707867,35.0101013,19.577741,29.64039188,35.7449756,25.90962305,26.16084752
799,37.92567236,nan,38.2743104,26.50435853,33.50275448,nan,46.79885228,28.6867643,36.71056625,45.54443894,37.39246124,23.29654676,39.72355088,nan,36.50548505,nan,41.0599967,nan,36.85241408,26.22237188,nan,49.51105115,39.38174888,26.59835408,31.53739298,nan,36.838742,27.98094317,38.59560428,38.87588192,44.00632994,28.84741124,43.52780714,51.8096696,35.50229618,29.03882036
800,31.83476072,nan,34.86996248,24.4996898,28.9089356,46.41603404,41.43939692,22.92398258,33.7454339,nan,33.61384013,20.90051474,42.19990637,nan,32.35088174,nan,34.49056226,nan,32.27910332,23.07437546,28.60814984,41.49408524,34.17952244,24.59026733,29.16870512,nan,31.04861612,26.61544418,33.44806616,30.19582013,39.4364372,26.37618278,39.01602074,44.28318956,28.98755006,26.35225664
801,31.3528199,38.1888599,30.38893826,21.54652052,27.83738633,37.82313176,35.05111754,24.45183752,26.61715319,37.8128777,28.91577164,18.81210452,30.86746106,nan,nan,nan,29.33960612,nan,28.26292982,19.33506158,nan,37.44714956,28.16209823,21.88661351,30.26588954,36.45934178,30.78201056,23.56486133,15.79741088,41.01556244,33.63263924,22.69155722,32.11162034,36.5140301,26.31465842,23.35123508
802,29.44214672,47.52689054,39.97648436,24.43303841,36.96349973,nan,32.86529375,23.28800171,37.27795757,nan,34.20003056,21.30042308,41.94697289,nan,nan,nan,34.64095514,46.2553871,33.91291688,23.94255254,29.93605061,38.39052308,33.591623,27.39304373,22.0387154,nan,37.56678026,26.57784596,35.73130352,31.14261167,39.39883898,27.4220969,32.54229086,44.36351303,28.27318388,26.43770714
803,32.6858477,42.4442948,33.97444124,24.34246088,28.47997409,45.8281346,41.67182228,25.02606488,29.68653515,41.13861116,34.59652088,21.31067714,34.89730664,43.20309524,37.98036068,27.72630068,32.96612534,40.84124342,33.06353891,28.635494,24.52019792,42.17427122,32.38506194,26.3966909,37.85731196,38.31874466,34.86141743,27.09396698,33.30621833,23.82633986,38.1204995,22.91372852,38.4964817,48.74028764,30.04371824,27.85789445
804,nan,42.04609547,31.70829398,23.24698547,25.1662037,45.07275218,34.35042344,25.35590381,33.69587261,39.6073382,32.24834114,20.23741886,31.19217296,41.62738802,36.38585435,22.73599148,28.99780412,nan,29.74293248,21.3722015,26.06856098,36.79430774,29.86256318,25.78828334,32.91485504,36.08506859,35.33139518,23.9869868,29.96168576,33.39679586,37.4710757,22.94790872,28.36888844,43.56882338,29.31738899,24.31853474
805,22.6197788,47.7934961,40.12687724,24.79876655,33.34552556,nan,33.27716516,26.2086998,35.2664528,nan,33.31134536,21.16370228,40.94720204,nan,nan,nan,34.68880742,46.42287008,32.49443858,23.3546531,29.56177742,41.72992862,34.6682993,25.2003839,24.60906644,nan,35.34164924,26.03438078,34.95541298,29.53785128,37.12243766,26.62228022,32.5320368,44.32762382,28.82861213,26.44454318
806,33.28058318,50.57576438,37.4368955,25.57807511,30.86746106,nan,37.75306235,27.46140413,39.48087146,44.32078778,36.12437582,23.19742418,37.84022186,44.60790146,36.02525324,nan,37.76673443,nan,35.14340408,24.47576366,nan,46.96975328,38.24354822,26.09590514,27.1486553,nan,33.37628774,27.89036564,37.88807414,36.0525974,43.21676732,28.29711002,42.22895954,50.00495504,32.12871044,28.01683238
807,33.99153134,nan,35.1639122,24.56292317,32.71490087,47.89945472,41.65131416,26.42574407,38.51698982,43.00485008,33.6428933,21.40979972,34.97933912,27.89036564,35.62021787,nan,33.48224636,nan,33.95222411,23.19400616,nan,44.93774039,33.22589486,26.0036186,nan,nan,31.99198964,27.03756965,39.36294977,45.69483182,38.45717447,26.76583706,38.10682742,45.56152904,35.90220452,27.15890936
808,24.90643418,48.83257418,40.72503074,24.64153763,41.14032017,nan,38.41615823,25.75239413,32.88067484,42.50923718,33.41217695,21.0133094,42.50581916,nan,nan,nan,35.03402744,47.25344894,32.26201322,23.68278302,30.07960745,43.06295642,35.9500568,25.36103084,29.49512603,nan,38.30678159,26.90597588,36.11583077,29.68482614,36.79772576,27.56223572,33.0105596,46.61086118,29.25586463,26.7726731
809,20.89709672,46.03663382,33.98127728,22.73428247,36.55504634,nan,35.0442815,24.82952873,36.27818672,30.39919232,32.52007373,18.76083422,38.95107836,nan,31.99882568,nan,36.44225168,45.96827342,31.8655229,22.0558055,28.42357676,43.20651326,29.04223838,25.65839858,23.61784064,nan,35.51596826,25.50287867,34.30257116,28.33812626,37.5565262,26.07539702,34.76400386,42.54341738,26.30611337,28.11595496
810,31.15457474,41.48041316,34.17610442,24.5167799,31.4382704,46.26564116,41.05828769,26.3283305,29.10888977,39.38174888,33.32672645,21.10559594,37.5565262,nan,37.46423966,24.12028958,30.43679054,40.13371328,32.0706041,24.15446978,25.66865264,39.66886256,31.68778586,26.83932449,37.8812381,41.80512506,33.1643705,26.62228022,32.23808708,40.43108102,37.70521007,24.93377834,31.73392913,45.99219956,27.96385307,27.43235096
811,36.10215869,45.77857331,39.42618314,21.83021618,29.86939922,49.37603936,39.87394376,29.37378632,34.87679852,45.44873438,36.21666236,21.62513498,40.45842518,53.1256073,42.6151958,29.06958254,34.86996248,37.03015112,34.40852978,26.38985486,31.87406795,42.71602739,31.28787752,26.3112404,37.5565262,43.3842503,37.70008304,27.1657454,35.37924746,4.58630528,39.43301918,23.5939145,32.66533958,43.36203317,28.55687954,28.75854272
812,30.42311846,50.33650298,37.1463638,25.37812094,30.04371824,nan,37.89320117,27.30417521,39.5389778,44.0849444,35.96031086,23.18717012,37.38220718,44.29686164,36.04917938,nan,37.02502409,nan,35.09213378,24.47918168,nan,46.05372392,37.82313176,26.03267177,26.21553584,nan,32.81915048,28.11937298,37.2147242,35.62876292,44.700188,28.65600212,42.09223874,49.0923437,32.14921856,28.06126664
813,30.35817608,45.6914138,34.84261832,24.41765732,34.54183256,nan,41.71625654,25.75410314,32.09794826,nan,34.09748996,20.91760484,40.23625388,nan,33.84284747,nan,34.01716649,nan,35.42539073,23.29312874,nan,42.88521938,35.31430508,24.82098368,37.11901964,nan,32.95416227,27.10593005,34.35384146,26.47872338,40.11320516,27.04269668,39.93888614,43.70383517,35.93467571,27.98948822
